,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,HBName,Country
274,2019Q1,S08000015,S08000015,Melanoma,5.0,5.0,NHS Ayrshire and Arran,S92000003
275,2019Q1,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,S92000003
276,2019Q1,S08000015,S08000015,Upper GI,20.0,18.0,NHS Ayrshire and Arran,S92000003
277,2019Q1,S08000015,S08000015,Urological,44.0,41.0,NHS Ayrshire and Arran,S92000003
278,2019Q2,S08000015,S08000015,Breast,84.0,65.0,NHS Ayrshire and Arran,S92000003
279,2019Q2,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
280,2019Q2,S08000015,S08000015,Colorectal,43.0,26.0,NHS Ayrshire and Arran,S92000003
281,2019Q2,S08000015,S08000015,Head & Neck,4.0,3.0,NHS Ayrshire and Arran,S92000003
282,2019Q2,S08000015,S08000015,Lung,34.0,32.0,NHS Ayrshire and Arran,S92000003
283,2019Q2,S08000015,S08000015,Lymphoma,3.0,3.0,NHS Ayrshire and Arran,S92000003
284,2019Q2,S08000015,S08000015,Melanoma,14.0,12.0,NHS Ayrshire and Arran,S92000003
285,2019Q2,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,S92000003
286,2019Q2,S08000015,S08000015,Upper GI,21.0,18.0,NHS Ayrshire and Arran,S92000003
287,2019Q2,S08000015,S08000015,Urological,53.0,53.0,NHS Ayrshire and Arran,S92000003
288,2019Q3,S08000015,S08000015,Breast,92.0,85.0,NHS Ayrshire and Arran,S92000003
289,2019Q3,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
290,2019Q3,S08000015,S08000015,Colorectal,51.0,36.0,NHS Ayrshire and Arran,S92000003
291,2019Q3,S08000015,S08000015,Head & Neck,9.0,8.0,NHS Ayrshire and Arran,S92000003
292,2019Q3,S08000015,S08000015,Lung,45.0,45.0,NHS Ayrshire and Arran,S92000003
293,2019Q3,S08000015,S08000015,Lymphoma,7.0,5.0,NHS Ayrshire and Arran,S92000003
294,2019Q3,S08000015,S08000015,Melanoma,7.0,6.0,NHS Ayrshire and Arran,S92000003
295,2019Q3,S08000015,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
296,2019Q3,S08000015,S08000015,Upper GI,27.0,23.0,NHS Ayrshire and Arran,S92000003
297,2019Q3,S08000015,S08000015,Urological,25.0,25.0,NHS Ayrshire and Arran,S92000003
298,2019Q4,S08000015,S08000015,Breast,82.0,77.0,NHS Ayrshire and Arran,S92000003
299,2019Q4,S08000015,S08000015,Cervical,4.0,4.0,NHS Ayrshire and Arran,S92000003
300,2019Q4,S08000015,S08000015,Colorectal,27.0,20.0,NHS Ayrshire and Arran,S92000003
301,2019Q4,S08000015,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
302,2019Q4,S08000015,S08000015,Lung,33.0,32.0,NHS Ayrshire and Arran,S92000003
303,2019Q4,S08000015,S08000015,Lymphoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
304,2019Q4,S08000015,S08000015,Melanoma,12.0,7.0,NHS Ayrshire and Arran,S92000003
305,2019Q4,S08000015,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,S92000003
306,2019Q4,S08000015,S08000015,Upper GI,27.0,22.0,NHS Ayrshire and Arran,S92000003
307,2019Q4,S08000015,S08000015,Urological,31.0,30.0,NHS Ayrshire and Arran,S92000003
308,2020Q1,S08000015,S08000015,Breast,101.0,98.0,NHS Ayrshire and Arran,S92000003
309,2020Q1,S08000015,S08000015,Colorectal,35.0,26.0,NHS Ayrshire and Arran,S92000003
310,2020Q1,S08000015,S08000015,Head & Neck,3.0,3.0,NHS Ayrshire and Arran,S92000003
311,2020Q1,S08000015,S08000015,Lung,30.0,30.0,NHS Ayrshire and Arran,S92000003
312,2020Q1,S08000015,S08000015,Lymphoma,6.0,4.0,NHS Ayrshire and Arran,S92000003
313,2020Q1,S08000015,S08000015,Melanoma,13.0,13.0,NHS Ayrshire and Arran,S92000003
314,2020Q1,S08000015,S08000015,Upper GI,33.0,29.0,NHS Ayrshire and Arran,S92000003
315,2020Q1,S08000015,S08000015,Urological,41.0,41.0,NHS Ayrshire and Arran,S92000003
316,2020Q1,S08000032,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,S92000003
317,2020Q2,S08000015,S08000015,Breast,37.0,32.0,NHS Ayrshire and Arran,S92000003
318,2020Q2,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
319,2020Q2,S08000015,S08000015,Colorectal,19.0,17.0,NHS Ayrshire and Arran,S92000003
320,2020Q2,S08000015,S08000015,Head & Neck,2.0,2.0,NHS Ayrshire and Arran,S92000003
321,2020Q2,S08000015,S08000015,Lung,16.0,16.0,NHS Ayrshire and Arran,S92000003
322,2020Q2,S08000015,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,S92000003
323,2020Q2,S08000015,S08000015,Melanoma,10.0,9.0,NHS Ayrshire and Arran,S92000003
324,2020Q2,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,S92000003
325,2020Q2,S08000015,S08000015,Upper GI,30.0,30.0,NHS Ayrshire and Arran,S92000003
326,2020Q2,S08000015,S08000015,Urological,43.0,42.0,NHS Ayrshire and Arran,S92000003
327,2020Q3,S08000015,S08000015,Breast,32.0,28.0,NHS Ayrshire and Arran,S92000003
328,2020Q3,S08000015,S08000015,Colorectal,21.0,18.0,NHS Ayrshire and Arran,S92000003
329,2020Q3,S08000015,S08000015,Head & Neck,7.0,7.0,NHS Ayrshire and Arran,S92000003
330,2020Q3,S08000015,S08000015,Lung,40.0,40.0,NHS Ayrshire and Arran,S92000003
331,2020Q3,S08000015,S08000015,Lymphoma,7.0,7.0,NHS Ayrshire and Arran,S92000003
332,2020Q3,S08000015,S08000015,Melanoma,11.0,11.0,NHS Ayrshire and Arran,S92000003
333,2020Q3,S08000015,S08000015,Ovarian,1.0,1.0,NHS Ayrshire and Arran,S92000003
334,2020Q3,S08000015,S08000015,Upper GI,31.0,30.0,NHS Ayrshire and Arran,S92000003
335,2020Q3,S08000015,S08000015,Urological,25.0,24.0,NHS Ayrshire and Arran,S92000003
336,2020Q4,S08000015,S08000015,Breast,72.0,53.0,NHS Ayrshire and Arran,S92000003
337,2020Q4,S08000015,S08000015,Cervical,2.0,2.0,NHS Ayrshire and Arran,S92000003
338,2020Q4,S08000015,S08000015,Colorectal,26.0,20.0,NHS Ayrshire and Arran,S92000003
339,2020Q4,S08000015,S08000015,Head & Neck,7.0,7.0,NHS Ayrshire and Arran,S92000003
340,2020Q4,S08000015,S08000015,Lung,35.0,35.0,NHS Ayrshire and Arran,S92000003
341,2020Q4,S08000015,S08000015,Lymphoma,5.0,3.0,NHS Ayrshire and Arran,S92000003
342,2020Q4,S08000015,S08000015,Melanoma,9.0,8.0,NHS Ayrshire and Arran,S92000003
343,2020Q4,S08000015,S08000015,Ovarian,1.0,1.0,NHS Ayrshire and Arran,S92000003
344,2020Q4,S08000015,S08000015,Upper GI,33.0,31.0,NHS Ayrshire and Arran,S92000003
345,2020Q4,S08000015,S08000015,Urological,35.0,33.0,NHS Ayrshire and Arran,S92000003
346,2021Q1,S08000015,S08000015,Breast,90.0,53.0,NHS Ayrshire and Arran,S92000003
347,2021Q1,S08000015,S08000015,Cervical,5.0,5.0,NHS Ayrshire and Arran,S92000003
348,2021Q1,S08000015,S08000015,Colorectal,28.0,23.0,NHS Ayrshire and Arran,S92000003
349,2021Q1,S08000015,S08000015,Head & Neck,4.0,4.0,NHS Ayrshire and Arran,S92000003
350,2021Q1,S08000015,S08000015,Lung,32.0,32.0,NHS Ayrshire and Arran,S92000003
351,2021Q1,S08000015,S08000015,Lymphoma,3.0,2.0,NHS Ayrshire and Arran,S92000003
352,2021Q1,S08000015,S08000015,Melanoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
353,2021Q1,S08000015,S08000015,Ovarian,4.0,4.0,NHS Ayrshire and Arran,S92000003
354,2021Q1,S08000015,S08000015,Upper GI,22.0,19.0,NHS Ayrshire and Arran,S92000003
355,2021Q1,S08000015,S08000015,Urological,30.0,30.0,NHS Ayrshire and Arran,S92000003
356,2021Q1,S08000031,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,S92000003
357,2021Q2,S08000015,S08000015,Breast,88.0,60.0,NHS Ayrshire and Arran,S92000003
358,2021Q2,S08000015,S08000015,Colorectal,43.0,39.0,NHS Ayrshire and Arran,S92000003
359,2021Q2,S08000015,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
360,2021Q2,S08000015,S08000015,Lung,35.0,35.0,NHS Ayrshire and Arran,S92000003
361,2021Q2,S08000015,S08000015,Lymphoma,8.0,8.0,NHS Ayrshire and Arran,S92000003
362,2021Q2,S08000015,S08000015,Melanoma,10.0,10.0,NHS Ayrshire and Arran,S92000003
363,2021Q2,S08000015,S08000015,Upper GI,38.0,38.0,NHS Ayrshire and Arran,S92000003
364,2021Q2,S08000015,S08000015,Urological,48.0,48.0,NHS Ayrshire and Arran,S92000003
365,2021Q2,S08000029,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,S92000003
366,2021Q3,S08000015,S08000015,Breast,79.0,54.0,NHS Ayrshire and Arran,S92000003
367,2021Q3,S08000015,S08000015,Colorectal,48.0,43.0,NHS Ayrshire and Arran,S92000003
368,2021Q3,S08000015,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
369,2021Q3,S08000015,S08000015,Lung,28.0,28.0,NHS Ayrshire and Arran,S92000003
370,2021Q3,S08000015,S08000015,Lymphoma,9.0,9.0,NHS Ayrshire and Arran,S92000003
371,2021Q3,S08000015,S08000015,Melanoma,13.0,12.0,NHS Ayrshire and Arran,S92000003
372,2021Q3,S08000015,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
373,2021Q3,S08000015,S08000015,Upper GI,21.0,18.0,NHS Ayrshire and Arran,S92000003
374,2021Q3,S08000015,S08000015,Urological,28.0,28.0,NHS Ayrshire and Arran,S92000003
375,2012Q1,S92000003,S08000015,Breast,52.0,52.0,NHS Ayrshire and Arran,S92000003
376,2012Q1,S92000003,S08000015,Cervical,2.0,2.0,NHS Ayrshire and Arran,S92000003
377,2012Q1,S92000003,S08000015,Colorectal,31.0,29.0,NHS Ayrshire and Arran,S92000003
378,2012Q1,S92000003,S08000015,Head & Neck,2.0,2.0,NHS Ayrshire and Arran,S92000003
379,2012Q1,S92000003,S08000015,Lung,34.0,33.0,NHS Ayrshire and Arran,S92000003
380,2012Q1,S92000003,S08000015,Lymphoma,10.0,9.0,NHS Ayrshire and Arran,S92000003
381,2012Q1,S92000003,S08000015,Melanoma,2.0,2.0,NHS Ayrshire and Arran,S92000003
382,2012Q1,S92000003,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
383,2012Q1,S92000003,S08000015,Upper GI,22.0,22.0,NHS Ayrshire and Arran,S92000003
384,2012Q1,S92000003,S08000015,Urological,12.0,11.0,NHS Ayrshire and Arran,S92000003
385,2012Q2,S92000003,S08000015,Breast,70.0,70.0,NHS Ayrshire and Arran,S92000003
386,2012Q2,S92000003,S08000015,Cervical,3.0,3.0,NHS Ayrshire and Arran,S92000003
387,2012Q2,S92000003,S08000015,Colorectal,32.0,30.0,NHS Ayrshire and Arran,S92000003
388,2012Q2,S92000003,S08000015,Head & Neck,4.0,4.0,NHS Ayrshire and Arran,S92000003
389,2012Q2,S92000003,S08000015,Lung,41.0,40.0,NHS Ayrshire and Arran,S92000003
390,2012Q2,S92000003,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,S92000003
391,2012Q2,S92000003,S08000015,Ovarian,7.0,7.0,NHS Ayrshire and Arran,S92000003
392,2012Q2,S92000003,S08000015,Upper GI,22.0,21.0,NHS Ayrshire and Arran,S92000003
393,2012Q2,S92000003,S08000015,Urological,19.0,17.0,NHS Ayrshire and Arran,S92000003
394,2012Q3,S92000003,S08000015,Breast,79.0,79.0,NHS Ayrshire and Arran,S92000003
395,2012Q3,S92000003,S08000015,Cervical,5.0,4.0,NHS Ayrshire and Arran,S92000003
396,2012Q3,S92000003,S08000015,Colorectal,26.0,22.0,NHS Ayrshire and Arran,S92000003
397,2012Q3,S92000003,S08000015,Head & Neck,3.0,3.0,NHS Ayrshire and Arran,S92000003
398,2012Q3,S92000003,S08000015,Lung,33.0,33.0,NHS Ayrshire and Arran,S92000003
399,2012Q3,S92000003,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,S92000003
400,2012Q3,S92000003,S08000015,Melanoma,7.0,7.0,NHS Ayrshire and Arran,S92000003
401,2012Q3,S92000003,S08000015,Ovarian,6.0,6.0,NHS Ayrshire and Arran,S92000003
402,2012Q3,S92000003,S08000015,Upper GI,17.0,17.0,NHS Ayrshire and Arran,S92000003
403,2012Q3,S92000003,S08000015,Urological,20.0,19.0,NHS Ayrshire and Arran,S92000003
404,2012Q4,S92000003,S08000015,Breast,70.0,70.0,NHS Ayrshire and Arran,S92000003
405,2012Q4,S92000003,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
406,2012Q4,S92000003,S08000015,Colorectal,50.0,45.0,NHS Ayrshire and Arran,S92000003
407,2012Q4,S92000003,S08000015,Head & Neck,6.0,6.0,NHS Ayrshire and Arran,S92000003
408,2012Q4,S92000003,S08000015,Lung,40.0,39.0,NHS Ayrshire and Arran,S92000003
409,2012Q4,S92000003,S08000015,Lymphoma,4.0,3.0,NHS Ayrshire and Arran,S92000003
410,2012Q4,S92000003,S08000015,Melanoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
411,2012Q4,S92000003,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
412,2012Q4,S92000003,S08000015,Upper GI,17.0,17.0,NHS Ayrshire and Arran,S92000003
413,2012Q4,S92000003,S08000015,Urological,24.0,23.0,NHS Ayrshire and Arran,S92000003
414,2013Q1,S92000003,S08000015,Breast,72.0,72.0,NHS Ayrshire and Arran,S92000003
415,2013Q1,S92000003,S08000015,Cervical,2.0,2.0,NHS Ayrshire and Arran,S92000003
416,2013Q1,S92000003,S08000015,Colorectal,31.0,28.0,NHS Ayrshire and Arran,S92000003
417,2013Q1,S92000003,S08000015,Head & Neck,11.0,11.0,NHS Ayrshire and Arran,S92000003
418,2013Q1,S92000003,S08000015,Lung,37.0,37.0,NHS Ayrshire and Arran,S92000003
419,2013Q1,S92000003,S08000015,Lymphoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
420,2013Q1,S92000003,S08000015,Melanoma,9.0,9.0,NHS Ayrshire and Arran,S92000003
421,2013Q1,S92000003,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,S92000003
422,2013Q1,S92000003,S08000015,Upper GI,26.0,26.0,NHS Ayrshire and Arran,S92000003
423,2013Q1,S92000003,S08000015,Urological,35.0,34.0,NHS Ayrshire and Arran,S92000003
424,2013Q2,S92000003,S08000015,Breast,78.0,78.0,NHS Ayrshire and Arran,S92000003
425,2013Q2,S92000003,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
426,2013Q2,S92000003,S08000015,Colorectal,38.0,36.0,NHS Ayrshire and Arran,S92000003
427,2013Q2,S92000003,S08000015,Head & Neck,9.0,8.0,NHS Ayrshire and Arran,S92000003
428,2013Q2,S92000003,S08000015,Lung,55.0,54.0,NHS Ayrshire and Arran,S92000003
429,2013Q2,S92000003,S08000015,Lymphoma,3.0,3.0,NHS Ayrshire and Arran,S92000003
430,2013Q2,S92000003,S08000015,Melanoma,7.0,7.0,NHS Ayrshire and Arran,S92000003
431,2013Q2,S92000003,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
432,2013Q2,S92000003,S08000015,Upper GI,33.0,33.0,NHS Ayrshire and Arran,S92000003
433,2013Q2,S92000003,S08000015,Urological,35.0,31.0,NHS Ayrshire and Arran,S92000003
434,2013Q3,S92000003,S08000015,Breast,69.0,69.0,NHS Ayrshire and Arran,S92000003
435,2013Q3,S92000003,S08000015,Cervical,4.0,4.0,NHS Ayrshire and Arran,S92000003
436,2013Q3,S92000003,S08000015,Colorectal,38.0,38.0,NHS Ayrshire and Arran,S92000003
437,2013Q3,S92000003,S08000015,Head & Neck,6.0,4.0,NHS Ayrshire and Arran,S92000003
438,2013Q3,S92000003,S08000015,Lung,47.0,47.0,NHS Ayrshire and Arran,S92000003
439,2013Q3,S92000003,S08000015,Lymphoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
440,2013Q3,S92000003,S08000015,Melanoma,9.0,8.0,NHS Ayrshire and Arran,S92000003
441,2013Q3,S92000003,S08000015,Ovarian,3.0,2.0,NHS Ayrshire and Arran,S92000003
442,2013Q3,S92000003,S08000015,Upper GI,21.0,19.0,NHS Ayrshire and Arran,S92000003
443,2013Q3,S92000003,S08000015,Urological,37.0,36.0,NHS Ayrshire and Arran,S92000003
444,2013Q4,S92000003,S08000015,Breast,80.0,80.0,NHS Ayrshire and Arran,S92000003
445,2013Q4,S92000003,S08000015,Colorectal,39.0,38.0,NHS Ayrshire and Arran,S92000003
446,2013Q4,S92000003,S08000015,Head & Neck,4.0,4.0,NHS Ayrshire and Arran,S92000003
447,2013Q4,S92000003,S08000015,Lung,58.0,58.0,NHS Ayrshire and Arran,S92000003
448,2013Q4,S92000003,S08000015,Lymphoma,3.0,3.0,NHS Ayrshire and Arran,S92000003
449,2013Q4,S92000003,S08000015,Melanoma,7.0,7.0,NHS Ayrshire and Arran,S92000003
450,2013Q4,S92000003,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,S92000003
451,2013Q4,S92000003,S08000015,Upper GI,11.0,11.0,NHS Ayrshire and Arran,S92000003
452,2013Q4,S92000003,S08000015,Urological,43.0,39.0,NHS Ayrshire and Arran,S92000003
453,2014Q1,S92000003,S08000015,Breast,67.0,67.0,NHS Ayrshire and Arran,S92000003
454,2014Q1,S92000003,S08000015,Cervical,3.0,3.0,NHS Ayrshire and Arran,S92000003
455,2014Q1,S92000003,S08000015,Colorectal,33.0,33.0,NHS Ayrshire and Arran,S92000003
456,2014Q1,S92000003,S08000015,Head & Neck,7.0,7.0,NHS Ayrshire and Arran,S92000003
457,2014Q1,S92000003,S08000015,Lung,45.0,45.0,NHS Ayrshire and Arran,S92000003
458,2014Q1,S92000003,S08000015,Lymphoma,4.0,4.0,NHS Ayrshire and Arran,S92000003
459,2014Q1,S92000003,S08000015,Melanoma,5.0,5.0,NHS Ayrshire and Arran,S92000003
460,2014Q1,S92000003,S08000015,Ovarian,1.0,1.0,NHS Ayrshire and Arran,S92000003
461,2014Q1,S92000003,S08000015,Upper GI,20.0,19.0,NHS Ayrshire and Arran,S92000003
462,2014Q1,S92000003,S08000015,Urological,26.0,24.0,NHS Ayrshire and Arran,S92000003
463,2014Q2,S92000003,S08000015,Breast,73.0,73.0,NHS Ayrshire and Arran,S92000003
464,2014Q2,S92000003,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
465,2014Q2,S92000003,S08000015,Colorectal,38.0,35.0,NHS Ayrshire and Arran,S92000003
466,2014Q2,S92000003,S08000015,Head & Neck,6.0,4.0,NHS Ayrshire and Arran,S92000003
467,2014Q2,S92000003,S08000015,Lung,37.0,36.0,NHS Ayrshire and Arran,S92000003
468,2014Q2,S92000003,S08000015,Lymphoma,8.0,6.0,NHS Ayrshire and Arran,S92000003
469,2014Q2,S92000003,S08000015,Melanoma,9.0,9.0,NHS Ayrshire and Arran,S92000003
470,2014Q2,S92000003,S08000015,Ovarian,1.0,1.0,NHS Ayrshire and Arran,S92000003
471,2014Q2,S92000003,S08000015,Upper GI,22.0,20.0,NHS Ayrshire and Arran,S92000003
472,2014Q2,S92000003,S08000015,Urological,32.0,32.0,NHS Ayrshire and Arran,S92000003
473,2014Q3,S92000003,S08000015,Breast,69.0,66.0,NHS Ayrshire and Arran,S92000003
474,2014Q3,S92000003,S08000015,Cervical,6.0,6.0,NHS Ayrshire and Arran,S92000003
475,2014Q3,S92000003,S08000015,Colorectal,38.0,38.0,NHS Ayrshire and Arran,S92000003
476,2014Q3,S92000003,S08000015,Head & Neck,5.0,4.0,NHS Ayrshire and Arran,S92000003
477,2014Q3,S92000003,S08000015,Lung,45.0,45.0,NHS Ayrshire and Arran,S92000003
478,2014Q3,S92000003,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,S92000003
479,2014Q3,S92000003,S08000015,Melanoma,7.0,7.0,NHS Ayrshire and Arran,S92000003
480,2014Q3,S92000003,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
481,2014Q3,S92000003,S08000015,Upper GI,23.0,23.0,NHS Ayrshire and Arran,S92000003
482,2014Q3,S92000003,S08000015,Urological,37.0,35.0,NHS Ayrshire and Arran,S92000003
483,2014Q4,S92000003,S08000015,Breast,71.0,68.0,NHS Ayrshire and Arran,S92000003
484,2014Q4,S92000003,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
485,2014Q4,S92000003,S08000015,Colorectal,28.0,27.0,NHS Ayrshire and Arran,S92000003
486,2014Q4,S92000003,S08000015,Head & Neck,5.0,4.0,NHS Ayrshire and Arran,S92000003
487,2014Q4,S92000003,S08000015,Lung,44.0,42.0,NHS Ayrshire and Arran,S92000003
488,2014Q4,S92000003,S08000015,Lymphoma,10.0,8.0,NHS Ayrshire and Arran,S92000003
489,2014Q4,S92000003,S08000015,Melanoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
490,2014Q4,S92000003,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,S92000003
491,2014Q4,S92000003,S08000015,Upper GI,29.0,28.0,NHS Ayrshire and Arran,S92000003
492,2014Q4,S92000003,S08000015,Urological,35.0,35.0,NHS Ayrshire and Arran,S92000003
493,2015Q1,S92000003,S08000015,Breast,87.0,85.0,NHS Ayrshire and Arran,S92000003
494,2015Q1,S92000003,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
495,2015Q1,S92000003,S08000015,Colorectal,29.0,29.0,NHS Ayrshire and Arran,S92000003
496,2015Q1,S92000003,S08000015,Head & Neck,4.0,3.0,NHS Ayrshire and Arran,S92000003
497,2015Q1,S92000003,S08000015,Lung,41.0,41.0,NHS Ayrshire and Arran,S92000003
498,2015Q1,S92000003,S08000015,Lymphoma,8.0,5.0,NHS Ayrshire and Arran,S92000003
499,2015Q1,S92000003,S08000015,Melanoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
500,2015Q1,S92000003,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,S92000003
501,2015Q1,S92000003,S08000015,Upper GI,26.0,25.0,NHS Ayrshire and Arran,S92000003
502,2015Q1,S92000003,S08000015,Urological,34.0,28.0,NHS Ayrshire and Arran,S92000003
503,2015Q2,S92000003,S08000015,Breast,80.0,78.0,NHS Ayrshire and Arran,S92000003
504,2015Q2,S92000003,S08000015,Cervical,3.0,2.0,NHS Ayrshire and Arran,S92000003
505,2015Q2,S92000003,S08000015,Colorectal,35.0,32.0,NHS Ayrshire and Arran,S92000003
506,2015Q2,S92000003,S08000015,Head & Neck,14.0,14.0,NHS Ayrshire and Arran,S92000003
507,2015Q2,S92000003,S08000015,Lung,40.0,40.0,NHS Ayrshire and Arran,S92000003
508,2015Q2,S92000003,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,S92000003
509,2015Q2,S92000003,S08000015,Melanoma,8.0,8.0,NHS Ayrshire and Arran,S92000003
510,2015Q2,S92000003,S08000015,Ovarian,4.0,3.0,NHS Ayrshire and Arran,S92000003
511,2015Q2,S92000003,S08000015,Upper GI,16.0,16.0,NHS Ayrshire and Arran,S92000003
512,2015Q2,S92000003,S08000015,Urological,49.0,49.0,NHS Ayrshire and Arran,S92000003
513,2015Q3,S92000003,S08000015,Breast,60.0,59.0,NHS Ayrshire and Arran,S92000003
514,2015Q3,S92000003,S08000015,Colorectal,29.0,28.0,NHS Ayrshire and Arran,S92000003
515,2015Q3,S92000003,S08000015,Head & Neck,6.0,6.0,NHS Ayrshire and Arran,S92000003
516,2015Q3,S92000003,S08000015,Lung,35.0,35.0,NHS Ayrshire and Arran,S92000003
517,2015Q3,S92000003,S08000015,Lymphoma,7.0,6.0,NHS Ayrshire and Arran,S92000003
518,2015Q3,S92000003,S08000015,Melanoma,12.0,12.0,NHS Ayrshire and Arran,S92000003
519,2015Q3,S92000003,S08000015,Ovarian,4.0,4.0,NHS Ayrshire and Arran,S92000003
520,2015Q3,S92000003,S08000015,Upper GI,25.0,24.0,NHS Ayrshire and Arran,S92000003
521,2015Q3,S92000003,S08000015,Urological,25.0,22.0,NHS Ayrshire and Arran,S92000003
522,2015Q4,S92000003,S08000015,Breast,83.0,80.0,NHS Ayrshire and Arran,S92000003
523,2015Q4,S92000003,S08000015,Cervical,2.0,2.0,NHS Ayrshire and Arran,S92000003
524,2015Q4,S92000003,S08000015,Colorectal,36.0,35.0,NHS Ayrshire and Arran,S92000003
525,2015Q4,S92000003,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
526,2015Q4,S92000003,S08000015,Lung,23.0,23.0,NHS Ayrshire and Arran,S92000003
527,2015Q4,S92000003,S08000015,Lymphoma,6.0,5.0,NHS Ayrshire and Arran,S92000003
528,2015Q4,S92000003,S08000015,Melanoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
529,2015Q4,S92000003,S08000015,Ovarian,6.0,5.0,NHS Ayrshire and Arran,S92000003
530,2015Q4,S92000003,S08000015,Upper GI,25.0,24.0,NHS Ayrshire and Arran,S92000003
531,2015Q4,S92000003,S08000015,Urological,35.0,32.0,NHS Ayrshire and Arran,S92000003
532,2016Q1,S92000003,S08000015,Breast,76.0,75.0,NHS Ayrshire and Arran,S92000003
533,2016Q1,S92000003,S08000015,Colorectal,30.0,27.0,NHS Ayrshire and Arran,S92000003
534,2016Q1,S92000003,S08000015,Head & Neck,3.0,3.0,NHS Ayrshire and Arran,S92000003
535,2016Q1,S92000003,S08000015,Lung,27.0,27.0,NHS Ayrshire and Arran,S92000003
536,2016Q1,S92000003,S08000015,Lymphoma,3.0,3.0,NHS Ayrshire and Arran,S92000003
537,2016Q1,S92000003,S08000015,Melanoma,3.0,3.0,NHS Ayrshire and Arran,S92000003
538,2016Q1,S92000003,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
539,2016Q1,S92000003,S08000015,Upper GI,25.0,23.0,NHS Ayrshire and Arran,S92000003
540,2016Q1,S92000003,S08000015,Urological,37.0,30.0,NHS Ayrshire and Arran,S92000003
541,2016Q2,S92000003,S08000015,Breast,57.0,55.0,NHS Ayrshire and Arran,S92000003
542,2016Q2,S92000003,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,S92000003
543,2016Q2,S92000003,S08000015,Colorectal,44.0,39.0,NHS Ayrshire and Arran,S92000003
544,2016Q2,S92000003,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
545,2016Q2,S92000003,S08000015,Lung,30.0,29.0,NHS Ayrshire and Arran,S92000003
546,2016Q2,S92000003,S08000015,Lymphoma,7.0,6.0,NHS Ayrshire and Arran,S92000003
547,2016Q2,S92000003,S08000015,Melanoma,13.0,13.0,NHS Ayrshire and Arran,S92000003
