,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,HBName,HBDateArchived,Country
268,2018Q4,S08000015,S08000015,Cervical,3.0,3.0,NHS Ayrshire and Arran,,S92000003
269,2018Q4,S08000015,S08000015,Colorectal,72.0,71.0,NHS Ayrshire and Arran,,S92000003
270,2018Q4,S08000015,S08000015,Head & Neck,16.0,16.0,NHS Ayrshire and Arran,,S92000003
271,2018Q4,S08000015,S08000015,Lung,48.0,48.0,NHS Ayrshire and Arran,,S92000003
272,2018Q4,S08000015,S08000015,Lymphoma,2.0,2.0,NHS Ayrshire and Arran,,S92000003
273,2018Q4,S08000015,S08000015,Melanoma,19.0,19.0,NHS Ayrshire and Arran,,S92000003
274,2018Q4,S08000015,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,,S92000003
275,2018Q4,S08000015,S08000015,Upper GI,38.0,38.0,NHS Ayrshire and Arran,,S92000003
276,2018Q4,S08000015,S08000015,Urological,58.0,57.0,NHS Ayrshire and Arran,,S92000003
277,2019Q1,S08000015,S08000015,Breast,93.0,91.0,NHS Ayrshire and Arran,,S92000003
278,2019Q1,S08000015,S08000015,Cervical,3.0,3.0,NHS Ayrshire and Arran,,S92000003
279,2019Q1,S08000015,S08000015,Colorectal,46.0,45.0,NHS Ayrshire and Arran,,S92000003
280,2019Q1,S08000015,S08000015,Head & Neck,11.0,10.0,NHS Ayrshire and Arran,,S92000003
281,2019Q1,S08000015,S08000015,Lung,44.0,44.0,NHS Ayrshire and Arran,,S92000003
282,2019Q1,S08000015,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,,S92000003
283,2019Q1,S08000015,S08000015,Melanoma,20.0,20.0,NHS Ayrshire and Arran,,S92000003
284,2019Q1,S08000015,S08000015,Ovarian,8.0,8.0,NHS Ayrshire and Arran,,S92000003
285,2019Q1,S08000015,S08000015,Upper GI,27.0,27.0,NHS Ayrshire and Arran,,S92000003
286,2019Q1,S08000015,S08000015,Urological,87.0,85.0,NHS Ayrshire and Arran,,S92000003
287,2019Q2,S08000015,S08000015,Breast,101.0,92.0,NHS Ayrshire and Arran,,S92000003
288,2019Q2,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,,S92000003
289,2019Q2,S08000015,S08000015,Colorectal,67.0,66.0,NHS Ayrshire and Arran,,S92000003
290,2019Q2,S08000015,S08000015,Head & Neck,9.0,9.0,NHS Ayrshire and Arran,,S92000003
291,2019Q2,S08000015,S08000015,Lung,42.0,42.0,NHS Ayrshire and Arran,,S92000003
292,2019Q2,S08000015,S08000015,Lymphoma,4.0,4.0,NHS Ayrshire and Arran,,S92000003
293,2019Q2,S08000015,S08000015,Melanoma,25.0,24.0,NHS Ayrshire and Arran,,S92000003
294,2019Q2,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,,S92000003
295,2019Q2,S08000015,S08000015,Upper GI,33.0,32.0,NHS Ayrshire and Arran,,S92000003
296,2019Q2,S08000015,S08000015,Urological,84.0,84.0,NHS Ayrshire and Arran,,S92000003
297,2019Q3,S08000015,S08000015,Breast,113.0,107.0,NHS Ayrshire and Arran,,S92000003
298,2019Q3,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,,S92000003
299,2019Q3,S08000015,S08000015,Colorectal,64.0,64.0,NHS Ayrshire and Arran,,S92000003
300,2019Q3,S08000015,S08000015,Head & Neck,13.0,13.0,NHS Ayrshire and Arran,,S92000003
301,2019Q3,S08000015,S08000015,Lung,48.0,48.0,NHS Ayrshire and Arran,,S92000003
302,2019Q3,S08000015,S08000015,Lymphoma,12.0,12.0,NHS Ayrshire and Arran,,S92000003
303,2019Q3,S08000015,S08000015,Melanoma,14.0,14.0,NHS Ayrshire and Arran,,S92000003
304,2019Q3,S08000015,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,,S92000003
305,2019Q3,S08000015,S08000015,Upper GI,33.0,33.0,NHS Ayrshire and Arran,,S92000003
306,2019Q3,S08000015,S08000015,Urological,66.0,66.0,NHS Ayrshire and Arran,,S92000003
307,2019Q3,S08000030,S08000015,Urological,1.0,1.0,NHS Ayrshire and Arran,,S92000003
308,2019Q4,S08000015,S08000015,Breast,93.0,87.0,NHS Ayrshire and Arran,,S92000003
309,2019Q4,S08000015,S08000015,Cervical,4.0,4.0,NHS Ayrshire and Arran,,S92000003
310,2019Q4,S08000015,S08000015,Colorectal,44.0,43.0,NHS Ayrshire and Arran,,S92000003
311,2019Q4,S08000015,S08000015,Head & Neck,7.0,7.0,NHS Ayrshire and Arran,,S92000003
312,2019Q4,S08000015,S08000015,Lung,37.0,37.0,NHS Ayrshire and Arran,,S92000003
313,2019Q4,S08000015,S08000015,Lymphoma,11.0,11.0,NHS Ayrshire and Arran,,S92000003
314,2019Q4,S08000015,S08000015,Melanoma,25.0,25.0,NHS Ayrshire and Arran,,S92000003
315,2019Q4,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,,S92000003
316,2019Q4,S08000015,S08000015,Upper GI,29.0,28.0,NHS Ayrshire and Arran,,S92000003
317,2019Q4,S08000015,S08000015,Urological,61.0,60.0,NHS Ayrshire and Arran,,S92000003
318,2020Q1,S08000015,S08000015,Breast,120.0,120.0,NHS Ayrshire and Arran,,S92000003
319,2020Q1,S08000015,S08000015,Cervical,2.0,2.0,NHS Ayrshire and Arran,,S92000003
320,2020Q1,S08000015,S08000015,Colorectal,55.0,54.0,NHS Ayrshire and Arran,,S92000003
321,2020Q1,S08000015,S08000015,Head & Neck,6.0,6.0,NHS Ayrshire and Arran,,S92000003
322,2020Q1,S08000015,S08000015,Lung,33.0,33.0,NHS Ayrshire and Arran,,S92000003
323,2020Q1,S08000015,S08000015,Lymphoma,13.0,12.0,NHS Ayrshire and Arran,,S92000003
324,2020Q1,S08000015,S08000015,Melanoma,23.0,23.0,NHS Ayrshire and Arran,,S92000003
325,2020Q1,S08000015,S08000015,Ovarian,1.0,1.0,NHS Ayrshire and Arran,,S92000003
326,2020Q1,S08000015,S08000015,Upper GI,40.0,40.0,NHS Ayrshire and Arran,,S92000003
327,2020Q1,S08000015,S08000015,Urological,65.0,64.0,NHS Ayrshire and Arran,,S92000003
328,2020Q1,S08000032,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,,S92000003
329,2020Q2,S08000015,S08000015,Breast,46.0,45.0,NHS Ayrshire and Arran,,S92000003
330,2020Q2,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,,S92000003
331,2020Q2,S08000015,S08000015,Colorectal,26.0,24.0,NHS Ayrshire and Arran,,S92000003
332,2020Q2,S08000015,S08000015,Head & Neck,7.0,7.0,NHS Ayrshire and Arran,,S92000003
333,2020Q2,S08000015,S08000015,Lung,20.0,20.0,NHS Ayrshire and Arran,,S92000003
334,2020Q2,S08000015,S08000015,Lymphoma,14.0,14.0,NHS Ayrshire and Arran,,S92000003
335,2020Q2,S08000015,S08000015,Melanoma,17.0,17.0,NHS Ayrshire and Arran,,S92000003
336,2020Q2,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,,S92000003
337,2020Q2,S08000015,S08000015,Upper GI,36.0,36.0,NHS Ayrshire and Arran,,S92000003
338,2020Q2,S08000015,S08000015,Urological,64.0,64.0,NHS Ayrshire and Arran,,S92000003
339,2020Q3,S08000015,S08000015,Breast,49.0,48.0,NHS Ayrshire and Arran,,S92000003
340,2020Q3,S08000015,S08000015,Colorectal,26.0,25.0,NHS Ayrshire and Arran,,S92000003
341,2020Q3,S08000015,S08000015,Head & Neck,15.0,15.0,NHS Ayrshire and Arran,,S92000003
342,2020Q3,S08000015,S08000015,Lung,42.0,42.0,NHS Ayrshire and Arran,,S92000003
343,2020Q3,S08000015,S08000015,Lymphoma,10.0,10.0,NHS Ayrshire and Arran,,S92000003
344,2020Q3,S08000015,S08000015,Melanoma,15.0,15.0,NHS Ayrshire and Arran,,S92000003
345,2020Q3,S08000015,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,,S92000003
346,2020Q3,S08000015,S08000015,Upper GI,35.0,35.0,NHS Ayrshire and Arran,,S92000003
347,2020Q3,S08000015,S08000015,Urological,27.0,26.0,NHS Ayrshire and Arran,,S92000003
348,2020Q4,S08000015,S08000015,Breast,91.0,91.0,NHS Ayrshire and Arran,,S92000003
349,2020Q4,S08000015,S08000015,Cervical,3.0,3.0,NHS Ayrshire and Arran,,S92000003
350,2020Q4,S08000015,S08000015,Colorectal,39.0,39.0,NHS Ayrshire and Arran,,S92000003
351,2020Q4,S08000015,S08000015,Head & Neck,18.0,18.0,NHS Ayrshire and Arran,,S92000003
352,2020Q4,S08000015,S08000015,Lung,39.0,39.0,NHS Ayrshire and Arran,,S92000003
353,2020Q4,S08000015,S08000015,Lymphoma,11.0,11.0,NHS Ayrshire and Arran,,S92000003
354,2020Q4,S08000015,S08000015,Melanoma,20.0,20.0,NHS Ayrshire and Arran,,S92000003
355,2020Q4,S08000015,S08000015,Ovarian,4.0,4.0,NHS Ayrshire and Arran,,S92000003
356,2020Q4,S08000015,S08000015,Upper GI,36.0,36.0,NHS Ayrshire and Arran,,S92000003
357,2020Q4,S08000015,S08000015,Urological,49.0,49.0,NHS Ayrshire and Arran,,S92000003
358,2021Q1,S08000015,S08000015,Breast,109.0,105.0,NHS Ayrshire and Arran,,S92000003
359,2021Q1,S08000015,S08000015,Cervical,6.0,6.0,NHS Ayrshire and Arran,,S92000003
360,2021Q1,S08000015,S08000015,Colorectal,44.0,42.0,NHS Ayrshire and Arran,,S92000003
361,2021Q1,S08000015,S08000015,Head & Neck,8.0,8.0,NHS Ayrshire and Arran,,S92000003
362,2021Q1,S08000015,S08000015,Lung,46.0,46.0,NHS Ayrshire and Arran,,S92000003
363,2021Q1,S08000015,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,,S92000003
364,2021Q1,S08000015,S08000015,Melanoma,16.0,16.0,NHS Ayrshire and Arran,,S92000003
365,2021Q1,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,,S92000003
366,2021Q1,S08000015,S08000015,Upper GI,26.0,26.0,NHS Ayrshire and Arran,,S92000003
367,2021Q1,S08000015,S08000015,Urological,38.0,38.0,NHS Ayrshire and Arran,,S92000003
368,2021Q1,S08000031,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,,S92000003
369,2021Q2,S08000015,S08000015,Breast,109.0,105.0,NHS Ayrshire and Arran,,S92000003
370,2021Q2,S08000015,S08000015,Colorectal,54.0,52.0,NHS Ayrshire and Arran,,S92000003
371,2021Q2,S08000015,S08000015,Head & Neck,7.0,7.0,NHS Ayrshire and Arran,,S92000003
372,2021Q2,S08000015,S08000015,Lung,46.0,46.0,NHS Ayrshire and Arran,,S92000003
373,2021Q2,S08000015,S08000015,Lymphoma,18.0,18.0,NHS Ayrshire and Arran,,S92000003
374,2021Q2,S08000015,S08000015,Melanoma,14.0,14.0,NHS Ayrshire and Arran,,S92000003
375,2021Q2,S08000015,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,,S92000003
376,2021Q2,S08000015,S08000015,Upper GI,42.0,42.0,NHS Ayrshire and Arran,,S92000003
377,2021Q2,S08000015,S08000015,Urological,48.0,48.0,NHS Ayrshire and Arran,,S92000003
378,2021Q2,S08000029,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,,S92000003
379,2021Q3,S08000015,S08000015,Breast,96.0,87.0,NHS Ayrshire and Arran,,S92000003
380,2021Q3,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,,S92000003
381,2021Q3,S08000015,S08000015,Colorectal,62.0,61.0,NHS Ayrshire and Arran,,S92000003
382,2021Q3,S08000015,S08000015,Head & Neck,12.0,9.0,NHS Ayrshire and Arran,,S92000003
383,2021Q3,S08000015,S08000015,Lung,33.0,33.0,NHS Ayrshire and Arran,,S92000003
384,2021Q3,S08000015,S08000015,Lymphoma,13.0,13.0,NHS Ayrshire and Arran,,S92000003
385,2021Q3,S08000015,S08000015,Melanoma,15.0,15.0,NHS Ayrshire and Arran,,S92000003
386,2021Q3,S08000015,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,,S92000003
387,2021Q3,S08000015,S08000015,Upper GI,33.0,33.0,NHS Ayrshire and Arran,,S92000003
388,2021Q3,S08000015,S08000015,Urological,31.0,31.0,NHS Ayrshire and Arran,,S92000003
389,2012Q1,S08000015,S08000015,All Cancer Types,335.0,333.0,NHS Ayrshire and Arran,,S92000003
390,2012Q2,S08000015,S08000015,All Cancer Types,346.0,343.0,NHS Ayrshire and Arran,,S92000003
391,2012Q3,S08000015,S08000015,All Cancer Types,370.0,369.0,NHS Ayrshire and Arran,,S92000003
392,2012Q4,S08000015,S08000015,All Cancer Types,359.0,355.0,NHS Ayrshire and Arran,,S92000003
393,2013Q1,S08000015,S08000015,All Cancer Types,371.0,366.0,NHS Ayrshire and Arran,,S92000003
394,2013Q2,S08000015,S08000015,All Cancer Types,386.0,379.0,NHS Ayrshire and Arran,,S92000003
395,2013Q3,S08000015,S08000015,All Cancer Types,391.0,390.0,NHS Ayrshire and Arran,,S92000003
396,2013Q4,S08000015,S08000015,All Cancer Types,382.0,377.0,NHS Ayrshire and Arran,,S92000003
397,2014Q1,S08000015,S08000015,All Cancer Types,351.0,347.0,NHS Ayrshire and Arran,,S92000003
398,2014Q1,S08000016,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
399,2014Q2,S08000015,S08000015,All Cancer Types,365.0,361.0,NHS Ayrshire and Arran,,S92000003
400,2014Q3,S08000015,S08000015,All Cancer Types,389.0,386.0,NHS Ayrshire and Arran,,S92000003
401,2014Q4,S08000015,S08000015,All Cancer Types,356.0,354.0,NHS Ayrshire and Arran,,S92000003
402,2015Q1,S08000015,S08000015,All Cancer Types,381.0,378.0,NHS Ayrshire and Arran,,S92000003
403,2015Q2,S08000015,S08000015,All Cancer Types,393.0,389.0,NHS Ayrshire and Arran,,S92000003
404,2015Q3,S08000015,S08000015,All Cancer Types,340.0,338.0,NHS Ayrshire and Arran,,S92000003
405,2015Q4,S08000015,S08000015,All Cancer Types,351.0,350.0,NHS Ayrshire and Arran,,S92000003
406,2016Q1,S08000015,S08000015,All Cancer Types,324.0,315.0,NHS Ayrshire and Arran,,S92000003
407,2016Q2,S08000015,S08000015,All Cancer Types,333.0,328.0,NHS Ayrshire and Arran,,S92000003
408,2016Q3,S08000015,S08000015,All Cancer Types,374.0,372.0,NHS Ayrshire and Arran,,S92000003
409,2016Q4,S08000015,S08000015,All Cancer Types,342.0,340.0,NHS Ayrshire and Arran,,S92000003
410,2017Q1,S08000015,S08000015,All Cancer Types,323.0,322.0,NHS Ayrshire and Arran,,S92000003
411,2017Q2,S08000015,S08000015,All Cancer Types,344.0,340.0,NHS Ayrshire and Arran,,S92000003
412,2017Q3,S08000015,S08000015,All Cancer Types,366.0,364.0,NHS Ayrshire and Arran,,S92000003
413,2017Q4,S08000015,S08000015,All Cancer Types,342.0,335.0,NHS Ayrshire and Arran,,S92000003
414,2018Q1,S08000015,S08000015,All Cancer Types,311.0,303.0,NHS Ayrshire and Arran,,S92000003
415,2018Q2,S08000015,S08000015,All Cancer Types,327.0,323.0,NHS Ayrshire and Arran,,S92000003
416,2018Q3,S08000015,S08000015,All Cancer Types,335.0,332.0,NHS Ayrshire and Arran,,S92000003
417,2018Q3,S08000017,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
418,2018Q4,S08000015,S08000015,All Cancer Types,365.0,363.0,NHS Ayrshire and Arran,,S92000003
419,2019Q1,S08000015,S08000015,All Cancer Types,344.0,338.0,NHS Ayrshire and Arran,,S92000003
420,2019Q2,S08000015,S08000015,All Cancer Types,371.0,359.0,NHS Ayrshire and Arran,,S92000003
421,2019Q3,S08000015,S08000015,All Cancer Types,367.0,361.0,NHS Ayrshire and Arran,,S92000003
422,2019Q3,S08000030,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
423,2019Q4,S08000015,S08000015,All Cancer Types,316.0,307.0,NHS Ayrshire and Arran,,S92000003
424,2020Q1,S08000015,S08000015,All Cancer Types,358.0,355.0,NHS Ayrshire and Arran,,S92000003
425,2020Q1,S08000032,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
426,2020Q2,S08000015,S08000015,All Cancer Types,236.0,233.0,NHS Ayrshire and Arran,,S92000003
427,2020Q3,S08000015,S08000015,All Cancer Types,222.0,219.0,NHS Ayrshire and Arran,,S92000003
428,2020Q4,S08000015,S08000015,All Cancer Types,310.0,310.0,NHS Ayrshire and Arran,,S92000003
429,2021Q1,S08000015,S08000015,All Cancer Types,303.0,297.0,NHS Ayrshire and Arran,,S92000003
430,2021Q1,S08000031,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
431,2021Q2,S08000015,S08000015,All Cancer Types,340.0,334.0,NHS Ayrshire and Arran,,S92000003
432,2021Q2,S08000029,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
433,2021Q3,S08000015,S08000015,All Cancer Types,299.0,286.0,NHS Ayrshire and Arran,,S92000003
434,2020Q4,S08000015,S08000015,Breast,91.0,91.0,NHS Ayrshire and Arran,,S92000003
435,2020Q4,S08000015,S08000015,Cervical,3.0,3.0,NHS Ayrshire and Arran,,S92000003
436,2020Q4,S08000015,S08000015,Colorectal,39.0,39.0,NHS Ayrshire and Arran,,S92000003
437,2020Q4,S08000015,S08000015,Head & Neck,18.0,18.0,NHS Ayrshire and Arran,,S92000003
438,2020Q4,S08000015,S08000015,Lung,39.0,39.0,NHS Ayrshire and Arran,,S92000003
439,2020Q4,S08000015,S08000015,Lymphoma,11.0,11.0,NHS Ayrshire and Arran,,S92000003
440,2020Q4,S08000015,S08000015,Melanoma,20.0,20.0,NHS Ayrshire and Arran,,S92000003
441,2020Q4,S08000015,S08000015,Ovarian,4.0,4.0,NHS Ayrshire and Arran,,S92000003
442,2020Q4,S08000015,S08000015,Upper GI,36.0,36.0,NHS Ayrshire and Arran,,S92000003
443,2020Q4,S08000015,S08000015,Urological,49.0,49.0,NHS Ayrshire and Arran,,S92000003
444,2020Q4,S08000015,S08000015,All Cancer Types,310.0,310.0,NHS Ayrshire and Arran,,S92000003
445,2021Q1,S08000015,S08000015,Breast,109.0,105.0,NHS Ayrshire and Arran,,S92000003
446,2021Q1,S08000015,S08000015,Cervical,6.0,6.0,NHS Ayrshire and Arran,,S92000003
447,2021Q1,S08000015,S08000015,Colorectal,44.0,42.0,NHS Ayrshire and Arran,,S92000003
448,2021Q1,S08000015,S08000015,Head & Neck,8.0,8.0,NHS Ayrshire and Arran,,S92000003
449,2021Q1,S08000015,S08000015,Lung,46.0,46.0,NHS Ayrshire and Arran,,S92000003
450,2021Q1,S08000015,S08000015,Lymphoma,5.0,5.0,NHS Ayrshire and Arran,,S92000003
451,2021Q1,S08000015,S08000015,Melanoma,16.0,16.0,NHS Ayrshire and Arran,,S92000003
452,2021Q1,S08000015,S08000015,Ovarian,5.0,5.0,NHS Ayrshire and Arran,,S92000003
453,2021Q1,S08000015,S08000015,Upper GI,26.0,26.0,NHS Ayrshire and Arran,,S92000003
454,2021Q1,S08000015,S08000015,Urological,38.0,38.0,NHS Ayrshire and Arran,,S92000003
455,2021Q1,S08000031,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,,S92000003
456,2021Q1,S08000015,S08000015,All Cancer Types,303.0,297.0,NHS Ayrshire and Arran,,S92000003
457,2021Q1,S08000031,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
458,2021Q2,S08000015,S08000015,Breast,109.0,105.0,NHS Ayrshire and Arran,,S92000003
459,2021Q2,S08000015,S08000015,Colorectal,54.0,52.0,NHS Ayrshire and Arran,,S92000003
460,2021Q2,S08000015,S08000015,Head & Neck,7.0,7.0,NHS Ayrshire and Arran,,S92000003
461,2021Q2,S08000015,S08000015,Lung,46.0,46.0,NHS Ayrshire and Arran,,S92000003
462,2021Q2,S08000015,S08000015,Lymphoma,18.0,18.0,NHS Ayrshire and Arran,,S92000003
463,2021Q2,S08000015,S08000015,Melanoma,14.0,14.0,NHS Ayrshire and Arran,,S92000003
464,2021Q2,S08000015,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,,S92000003
465,2021Q2,S08000015,S08000015,Upper GI,42.0,42.0,NHS Ayrshire and Arran,,S92000003
466,2021Q2,S08000015,S08000015,Urological,48.0,48.0,NHS Ayrshire and Arran,,S92000003
467,2021Q2,S08000029,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,,S92000003
468,2021Q2,S08000015,S08000015,All Cancer Types,340.0,334.0,NHS Ayrshire and Arran,,S92000003
469,2021Q2,S08000029,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
470,2021Q3,S08000015,S08000015,Breast,96.0,87.0,NHS Ayrshire and Arran,,S92000003
471,2021Q3,S08000015,S08000015,Cervical,1.0,1.0,NHS Ayrshire and Arran,,S92000003
472,2021Q3,S08000015,S08000015,Colorectal,62.0,61.0,NHS Ayrshire and Arran,,S92000003
473,2021Q3,S08000015,S08000015,Head & Neck,12.0,9.0,NHS Ayrshire and Arran,,S92000003
474,2021Q3,S08000015,S08000015,Lung,33.0,33.0,NHS Ayrshire and Arran,,S92000003
475,2021Q3,S08000015,S08000015,Lymphoma,13.0,13.0,NHS Ayrshire and Arran,,S92000003
476,2021Q3,S08000015,S08000015,Melanoma,15.0,15.0,NHS Ayrshire and Arran,,S92000003
477,2021Q3,S08000015,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,,S92000003
478,2021Q3,S08000015,S08000015,Upper GI,33.0,33.0,NHS Ayrshire and Arran,,S92000003
479,2021Q3,S08000015,S08000015,Urological,31.0,31.0,NHS Ayrshire and Arran,,S92000003
480,2021Q3,S08000015,S08000015,All Cancer Types,299.0,286.0,NHS Ayrshire and Arran,,S92000003
481,2021Q4,S08000015,S08000015,Breast,117.0,116.0,NHS Ayrshire and Arran,,S92000003
482,2021Q4,S08000015,S08000015,Colorectal,58.0,57.0,NHS Ayrshire and Arran,,S92000003
483,2021Q4,S08000015,S08000015,Head & Neck,14.0,11.0,NHS Ayrshire and Arran,,S92000003
484,2021Q4,S08000015,S08000015,Lung,34.0,34.0,NHS Ayrshire and Arran,,S92000003
485,2021Q4,S08000015,S08000015,Lymphoma,16.0,16.0,NHS Ayrshire and Arran,,S92000003
486,2021Q4,S08000015,S08000015,Melanoma,13.0,13.0,NHS Ayrshire and Arran,,S92000003
487,2021Q4,S08000015,S08000015,Ovarian,6.0,6.0,NHS Ayrshire and Arran,,S92000003
488,2021Q4,S08000015,S08000015,Upper GI,31.0,31.0,NHS Ayrshire and Arran,,S92000003
489,2021Q4,S08000015,S08000015,Urological,43.0,43.0,NHS Ayrshire and Arran,,S92000003
490,2021Q4,S08000024,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,,S92000003
491,2021Q4,S08000031,S08000015,Lung,1.0,1.0,NHS Ayrshire and Arran,,S92000003
492,2021Q4,S08000031,S08000015,Upper GI,1.0,1.0,NHS Ayrshire and Arran,,S92000003
493,2021Q4,S08000015,S08000015,All Cancer Types,332.0,327.0,NHS Ayrshire and Arran,,S92000003
494,2021Q4,S08000024,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,,S92000003
495,2021Q4,S08000031,S08000015,All Cancer Types,2.0,2.0,NHS Ayrshire and Arran,,S92000003
496,2012Q1,S08000015,S08000017,Breast,2.0,2.0,NHS Dumfries and Galloway,,S92000003
497,2012Q1,S08000017,S08000017,Breast,20.0,20.0,NHS Dumfries and Galloway,,S92000003
498,2012Q1,S08000017,S08000017,Colorectal,33.0,31.0,NHS Dumfries and Galloway,,S92000003
499,2012Q1,S08000017,S08000017,Head & Neck,3.0,3.0,NHS Dumfries and Galloway,,S92000003
500,2012Q1,S08000017,S08000017,Lung,17.0,17.0,NHS Dumfries and Galloway,,S92000003
501,2012Q1,S08000017,S08000017,Lymphoma,10.0,10.0,NHS Dumfries and Galloway,,S92000003
502,2012Q1,S08000017,S08000017,Melanoma,4.0,4.0,NHS Dumfries and Galloway,,S92000003
503,2012Q1,S08000017,S08000017,Ovarian,4.0,4.0,NHS Dumfries and Galloway,,S92000003
504,2012Q1,S08000017,S08000017,Upper GI,18.0,18.0,NHS Dumfries and Galloway,,S92000003
505,2012Q1,S08000017,S08000017,Urological,29.0,29.0,NHS Dumfries and Galloway,,S92000003
506,2012Q2,S08000017,S08000017,Breast,20.0,20.0,NHS Dumfries and Galloway,,S92000003
507,2012Q2,S08000017,S08000017,Colorectal,35.0,34.0,NHS Dumfries and Galloway,,S92000003
508,2012Q2,S08000017,S08000017,Head & Neck,3.0,3.0,NHS Dumfries and Galloway,,S92000003
509,2012Q2,S08000017,S08000017,Lung,31.0,31.0,NHS Dumfries and Galloway,,S92000003
510,2012Q2,S08000017,S08000017,Lymphoma,9.0,9.0,NHS Dumfries and Galloway,,S92000003
511,2012Q2,S08000017,S08000017,Melanoma,4.0,4.0,NHS Dumfries and Galloway,,S92000003
512,2012Q2,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,,S92000003
513,2012Q2,S08000017,S08000017,Upper GI,15.0,15.0,NHS Dumfries and Galloway,,S92000003
514,2012Q2,S08000017,S08000017,Urological,26.0,26.0,NHS Dumfries and Galloway,,S92000003
515,2012Q3,S08000015,S08000017,Breast,2.0,2.0,NHS Dumfries and Galloway,,S92000003
516,2012Q3,S08000017,S08000017,Breast,31.0,31.0,NHS Dumfries and Galloway,,S92000003
517,2012Q3,S08000017,S08000017,Cervical,3.0,3.0,NHS Dumfries and Galloway,,S92000003
518,2012Q3,S08000017,S08000017,Colorectal,35.0,35.0,NHS Dumfries and Galloway,,S92000003
519,2012Q3,S08000017,S08000017,Head & Neck,2.0,2.0,NHS Dumfries and Galloway,,S92000003
520,2012Q3,S08000017,S08000017,Lung,11.0,11.0,NHS Dumfries and Galloway,,S92000003
521,2012Q3,S08000017,S08000017,Lymphoma,9.0,9.0,NHS Dumfries and Galloway,,S92000003
522,2012Q3,S08000017,S08000017,Melanoma,13.0,12.0,NHS Dumfries and Galloway,,S92000003
523,2012Q3,S08000017,S08000017,Ovarian,4.0,4.0,NHS Dumfries and Galloway,,S92000003
524,2012Q3,S08000017,S08000017,Upper GI,16.0,16.0,NHS Dumfries and Galloway,,S92000003
525,2012Q3,S08000017,S08000017,Urological,39.0,38.0,NHS Dumfries and Galloway,,S92000003
526,2012Q4,S08000015,S08000017,Breast,4.0,4.0,NHS Dumfries and Galloway,,S92000003
527,2012Q4,S08000017,S08000017,Breast,21.0,21.0,NHS Dumfries and Galloway,,S92000003
528,2012Q4,S08000017,S08000017,Cervical,2.0,2.0,NHS Dumfries and Galloway,,S92000003
529,2012Q4,S08000017,S08000017,Colorectal,32.0,32.0,NHS Dumfries and Galloway,,S92000003
530,2012Q4,S08000017,S08000017,Head & Neck,5.0,5.0,NHS Dumfries and Galloway,,S92000003
531,2012Q4,S08000017,S08000017,Lung,23.0,23.0,NHS Dumfries and Galloway,,S92000003
